Global Internal Force:
 0.0000E+00  0.0000E+00  6.9128E-11 
 0.0000E+00  0.0000E+00  9.1942E-11 
 0.0000E+00  0.0000E+00 -1.1986E-12 
 0.0000E+00  0.0000E+00 -1.6474E-10 
 0.0000E+00  0.0000E+00  5.6807E-11 
 0.0000E+00  0.0000E+00 -8.7865E-11 
 0.0000E+00  0.0000E+00 -2.7462E-11 
 0.0000E+00  0.0000E+00 -1.6252E-10 
 0.0000E+00  0.0000E+00 -3.0221E-10 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
-9.3672E-10  4.2287E-10  6.9128E-11 
 1.5022E-10 -6.5464E-10  9.1942E-11 
 3.2328E-10  5.1284E-10 -1.1986E-12 
-1.1346E-10 -3.1833E-10 -1.6474E-10 
 1.7860E-10 -2.3842E-10  5.6807E-11 
-4.5016E-10  2.9648E-10 -8.7865E-11 
-1.5316E-10 -2.9647E-10 -2.7462E-11 
 7.7606E-10  8.0316E-11 -1.6252E-10 
 3.0276E-10  3.4124E-10 -3.0221E-10 
-1.1899E-09  1.1641E-10 -1.8328E-10 
 8.2862E-11 -5.3240E-10  3.7550E-10 
 2.3762E-10  3.0980E-10  5.9144E-10 
-3.3812E-10 -1.7099E-10 -1.0909E-11 
 5.2682E-10 -4.1312E-10 -1.6166E-11 
-4.1308E-10  5.6259E-10  9.5433E-10 
-3.3648E-10 -3.2205E-10  3.4013E-10 
1
Global Internal Force:
 8.2057E-10 -2.0509E-10 -2.6242E-10 
-2.3203E-11  3.3584E-10 -2.3106E-10 
 4.5969E-11  1.5397E-10  1.2851E-10 
 7.8656E-11  2.4602E-10 -1.4822E-10 
-1.8912E-10  7.2902E-11 -2.1742E-11 
 9.3872E-11 -4.1196E-10  1.4700E-10 
 9.7373E-11  5.3588E-10  2.0190E-10 
-4.6334E-10 -2.5804E-10 -1.2217E-10 
-5.7665E-10 -4.0545E-10 -4.2152E-10 
 4.6302E+00 -1.2347E+00 -4.4442E+00 
 4.1471E+00  2.4010E+00 -1.0312E+01 
 1.2347E+00  4.6302E+00 -4.4442E+00 
-2.4010E+00  4.1471E+00 -1.0312E+01 
-4.6302E+00  1.2347E+00 -4.4442E+00 
-4.1471E+00 -2.4010E+00 -1.0312E+01 
-1.2347E+00 -4.6302E+00 -4.4442E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -2.8513E-10 
 0.0000E+00  0.0000E+00 -2.4505E-10 
 0.0000E+00  0.0000E+00  1.3769E-10 
 0.0000E+00  0.0000E+00 -2.0635E-10 
 0.0000E+00  0.0000E+00  1.2940E-11 
 0.0000E+00  0.0000E+00  1.2168E-10 
 0.0000E+00  0.0000E+00  1.9022E-10 
 0.0000E+00  0.0000E+00 -2.0268E-10 
 0.0000E+00  0.0000E+00 -5.9485E-10 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
 5.9579E-10 -6.7894E-11 -2.8513E-10 
 1.2275E-10  8.9948E-11 -2.4505E-10 
 1.6398E-10  4.0779E-10  1.3769E-10 
 3.5580E-11  8.9717E-11 -2.0635E-10 
-8.0999E-11 -4.3293E-11  1.2940E-11 
-1.2250E-10 -2.4599E-10  1.2168E-10 
 5.3381E-11  4.0225E-10  1.9022E-10 
-1.0416E-10 -3.0172E-10 -2.0268E-10 
-7.0271E-10 -2.1587E-10 -5.9485E-10 
 4.6302E+00 -1.2347E+00 -4.4442E+00 
 4.1471E+00  2.4010E+00 -1.0312E+01 
 1.2347E+00  4.6302E+00 -4.4442E+00 
-2.4010E+00  4.1471E+00 -1.0312E+01 
-4.6302E+00  1.2347E+00 -4.4442E+00 
-4.1471E+00 -2.4010E+00 -1.0312E+01 
-1.2347E+00 -4.6302E+00 -4.4442E+00 
2
Global Internal Force:
-1.2669E-01  3.3783E-02 -8.6840E-01 
 6.0741E-01  2.7508E-01 -1.4520E+00 
 3.6656E-04  1.3747E-03 -9.2552E-01 
-3.8978E-01  5.4100E-01 -1.4520E+00 
 1.2669E-01 -3.3783E-02 -8.6840E-01 
-6.0741E-01 -2.7508E-01 -1.4520E+00 
-3.6656E-04 -1.3747E-03 -9.2552E-01 
 3.8978E-01 -5.4100E-01 -1.4520E+00 
 5.8709E-10 -4.3072E-10 -2.7686E+00 
 8.5523E-01 -2.2806E-01 -6.1133E+00 
 4.4854E+00  2.3466E+00 -1.3011E+01 
 3.3966E-01  1.2737E+00 -6.1857E+00 
-2.7214E+00  4.2684E+00 -1.3011E+01 
-8.5523E-01  2.2806E-01 -6.1133E+00 
-4.4854E+00 -2.3466E+00 -1.3011E+01 
-3.3966E-01 -1.2737E+00 -6.1857E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -8.6840E-01 
 0.0000E+00  0.0000E+00 -1.4520E+00 
 0.0000E+00  0.0000E+00 -9.2552E-01 
 0.0000E+00  0.0000E+00 -1.4520E+00 
 0.0000E+00  0.0000E+00 -8.6840E-01 
 0.0000E+00  0.0000E+00 -1.4520E+00 
 0.0000E+00  0.0000E+00 -9.2552E-01 
 0.0000E+00  0.0000E+00 -1.4520E+00 
 0.0000E+00  0.0000E+00 -2.7686E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
-1.2669E-01  3.3783E-02 -8.6840E-01 
 6.0741E-01  2.7508E-01 -1.4520E+00 
 3.6656E-04  1.3747E-03 -9.2552E-01 
-3.8978E-01  5.4100E-01 -1.4520E+00 
 1.2669E-01 -3.3783E-02 -8.6840E-01 
-6.0741E-01 -2.7508E-01 -1.4520E+00 
-3.6656E-04 -1.3747E-03 -9.2552E-01 
 3.8978E-01 -5.4100E-01 -1.4520E+00 
 1.0448E-11 -8.3617E-10 -2.7686E+00 
 5.4854E+00 -1.4628E+00 -1.0558E+01 
 8.6325E+00  4.7475E+00 -2.3323E+01 
 1.5744E+00  5.9039E+00 -1.0630E+01 
-5.1224E+00  8.4155E+00 -2.3323E+01 
-5.4854E+00  1.4628E+00 -1.0558E+01 
-8.6325E+00 -4.7475E+00 -2.3323E+01 
-1.5744E+00 -5.9039E+00 -1.0630E+01 
3
Global Internal Force:
 1.2445E+00 -3.3187E-01 -3.1534E+00 
 1.7175E+00  1.1093E+00 -5.6745E+00 
 2.6453E-01  9.9199E-01 -3.0963E+00 
-9.3707E-01  1.8172E+00 -5.6745E+00 
-1.2445E+00  3.3187E-01 -3.1534E+00 
-1.7175E+00 -1.1093E+00 -5.6745E+00 
-2.6453E-01 -9.9199E-01 -3.0963E+00 
 9.3707E-01 -1.8172E+00 -5.6745E+00 
-1.6023E-10 -5.5831E-12 -1.1088E+01 
-3.4456E+00  9.1884E-01 -5.0291E+00 
 2.0506E+00  1.4345E+00 -9.2499E+00 
-1.0675E+00 -4.0030E+00 -5.0342E+00 
-1.0641E+00  2.2651E+00 -9.2499E+00 
 3.4456E+00 -9.1884E-01 -5.0291E+00 
-2.0506E+00 -1.4345E+00 -9.2499E+00 
 1.0675E+00  4.0030E+00 -5.0342E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -4.0218E+00 
 0.0000E+00  0.0000E+00 -7.1265E+00 
 0.0000E+00  0.0000E+00 -4.0219E+00 
 0.0000E+00  0.0000E+00 -7.1265E+00 
 0.0000E+00  0.0000E+00 -4.0218E+00 
 0.0000E+00  0.0000E+00 -7.1265E+00 
 0.0000E+00  0.0000E+00 -4.0219E+00 
 0.0000E+00  0.0000E+00 -7.1265E+00 
 0.0000E+00  0.0000E+00 -1.3856E+01 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
 1.1178E+00 -2.9808E-01 -4.0218E+00 
 2.3249E+00  1.3844E+00 -7.1265E+00 
 2.6490E-01  9.9336E-01 -4.0219E+00 
-1.3269E+00  2.3582E+00 -7.1265E+00 
-1.1178E+00  2.9808E-01 -4.0218E+00 
-2.3249E+00 -1.3844E+00 -7.1265E+00 
-2.6490E-01 -9.9336E-01 -4.0219E+00 
 1.3269E+00 -2.3582E+00 -7.1265E+00 
 4.2686E-10 -4.3630E-10 -1.3856E+01 
-2.5904E+00  6.9078E-01 -1.1142E+01 
 6.5361E+00  3.7811E+00 -2.2261E+01 
-7.2780E-01 -2.7292E+00 -1.1220E+01 
-3.7855E+00  6.5335E+00 -2.2261E+01 
 2.5904E+00 -6.9078E-01 -1.1142E+01 
-6.5361E+00 -3.7811E+00 -2.2261E+01 
 7.2780E-01  2.7292E+00 -1.1220E+01 
4
Global Internal Force:
 3.0219E+00 -8.0584E-01 -6.0590E+00 
 2.5274E+00  1.6333E+00 -1.2156E+01 
 7.2575E-01  2.7216E+00 -5.9391E+00 
-1.3786E+00  2.6749E+00 -1.2156E+01 
-3.0219E+00  8.0584E-01 -6.0590E+00 
-2.5274E+00 -1.6333E+00 -1.2156E+01 
-7.2575E-01 -2.7216E+00 -5.9391E+00 
 1.3786E+00 -2.6749E+00 -1.2156E+01 
 1.3523E-11  6.8715E-10 -2.4495E+01 
-1.8588E+00  4.9568E-01 -2.1237E+00 
-1.0270E+00  6.8827E-03 -3.6298E+00 
-7.7955E-01 -2.9233E+00 -1.9506E+00 
 8.9402E-01 -5.0538E-01 -3.6298E+00 
 1.8588E+00 -4.9568E-01 -2.1237E+00 
 1.0270E+00 -6.8827E-03 -3.6298E+00 
 7.7955E-01  2.9233E+00 -1.9506E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -9.2123E+00 
 0.0000E+00  0.0000E+00 -1.7831E+01 
 0.0000E+00  0.0000E+00 -9.0354E+00 
 0.0000E+00  0.0000E+00 -1.7831E+01 
 0.0000E+00  0.0000E+00 -9.2123E+00 
 0.0000E+00  0.0000E+00 -1.7831E+01 
 0.0000E+00  0.0000E+00 -9.0354E+00 
 0.0000E+00  0.0000E+00 -1.7831E+01 
 0.0000E+00  0.0000E+00 -3.5583E+01 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
 4.2664E+00 -1.1377E+00 -9.2123E+00 
 4.2449E+00  2.7426E+00 -1.7831E+01 
 9.9028E-01  3.7136E+00 -9.0354E+00 
-2.3157E+00  4.4921E+00 -1.7831E+01 
-4.2664E+00  1.1377E+00 -9.2123E+00 
-4.2449E+00 -2.7426E+00 -1.7831E+01 
-9.9028E-01 -3.7136E+00 -9.0354E+00 
 2.3157E+00 -4.4921E+00 -1.7831E+01 
-1.4671E-10  6.8157E-10 -3.5583E+01 
-5.3044E+00  1.4145E+00 -7.1528E+00 
 1.0237E+00  1.4414E+00 -1.2880E+01 
-1.8470E+00 -6.9263E+00 -6.9848E+00 
-1.7004E-01  1.7598E+00 -1.2880E+01 
 5.3044E+00 -1.4145E+00 -7.1528E+00 
-1.0237E+00 -1.4414E+00 -1.2880E+01 
 1.8470E+00  6.9263E+00 -6.9848E+00 
5
Global Internal Force:
 1.9810E+00 -5.2827E-01 -8.2502E+00 
 2.2243E+00  1.0734E+00 -1.8783E+01 
 6.7129E-01  2.5173E+00 -8.3280E+00 
-1.3944E+00  2.0384E+00 -1.8783E+01 
-1.9810E+00  5.2827E-01 -8.2502E+00 
-2.2243E+00 -1.0734E+00 -1.8783E+01 
-6.7129E-01 -2.5173E+00 -8.3280E+00 
 1.3944E+00 -2.0384E+00 -1.8783E+01 
 3.9090E-09 -4.1168E-09 -3.9590E+01 
 2.1157E+00 -5.6420E-01  1.3825E+00 
-3.0138E+00 -1.9812E+00  3.6323E-01 
 7.7818E-01  2.9182E+00  1.5619E+00 
 1.6271E+00 -3.2187E+00  3.6323E-01 
-2.1157E+00  5.6420E-01  1.3825E+00 
 3.0138E+00  1.9812E+00  3.6323E-01 
-7.7818E-01 -2.9182E+00  1.5619E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -1.4309E+01 
 0.0000E+00  0.0000E+00 -3.0939E+01 
 0.0000E+00  0.0000E+00 -1.4267E+01 
 0.0000E+00  0.0000E+00 -3.0939E+01 
 0.0000E+00  0.0000E+00 -1.4309E+01 
 0.0000E+00  0.0000E+00 -3.0939E+01 
 0.0000E+00  0.0000E+00 -1.4267E+01 
 0.0000E+00  0.0000E+00 -3.0939E+01 
 0.0000E+00  0.0000E+00 -6.4086E+01 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
 5.0029E+00 -1.3341E+00 -1.4309E+01 
 4.7517E+00  2.7067E+00 -3.0939E+01 
 1.3970E+00  5.2389E+00 -1.4267E+01 
-2.7730E+00  4.7133E+00 -3.0939E+01 
-5.0029E+00  1.3341E+00 -1.4309E+01 
-4.7517E+00 -2.7067E+00 -3.0939E+01 
-1.3970E+00 -5.2389E+00 -1.4267E+01 
 2.7730E+00 -4.7133E+00 -3.0939E+01 
 3.9225E-09 -3.4296E-09 -6.4086E+01 
 2.5696E-01 -6.8522E-02 -7.4120E-01 
-4.0407E+00 -1.9743E+00 -3.2665E+00 
-1.3661E-03 -5.1236E-03 -3.8870E-01 
 2.5211E+00 -3.7241E+00 -3.2665E+00 
-2.5696E-01  6.8522E-02 -7.4120E-01 
 4.0407E+00  1.9743E+00 -3.2665E+00 
 1.3661E-03  5.1235E-03 -3.8870E-01 
6
Global Internal Force:
-1.9700E+00  5.2532E-01 -9.5475E+00 
 7.4280E-01  8.9365E-02 -2.4011E+01 
-3.2672E-01 -1.2252E+00 -9.7316E+00 
-5.9968E-01  4.4736E-01 -2.4011E+01 
 1.9700E+00 -5.2532E-01 -9.5475E+00 
-7.4280E-01 -8.9365E-02 -2.4011E+01 
 3.2672E-01  1.2252E+00 -9.7316E+00 
 5.9968E-01 -4.4736E-01 -2.4011E+01 
 2.8983E-09 -7.4525E-09 -5.3468E+01 
 2.2721E+00 -6.0588E-01  4.3720E+00 
-3.5041E+00 -2.9915E+00  2.9474E+00 
 1.1664E+00  4.3739E+00  4.2687E+00 
 1.5492E+00 -4.3391E+00  2.9474E+00 
-2.2721E+00  6.0588E-01  4.3720E+00 
 3.5041E+00  2.9915E+00  2.9474E+00 
-1.1664E+00 -4.3739E+00  4.2687E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -1.7798E+01 
 0.0000E+00  0.0000E+00 -4.2794E+01 
 0.0000E+00  0.0000E+00 -1.8060E+01 
 0.0000E+00  0.0000E+00 -4.2794E+01 
 0.0000E+00  0.0000E+00 -1.7798E+01 
 0.0000E+00  0.0000E+00 -4.2794E+01 
 0.0000E+00  0.0000E+00 -1.8060E+01 
 0.0000E+00  0.0000E+00 -4.2794E+01 
 0.0000E+00  0.0000E+00 -9.3059E+01 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
 1.1051E-02 -2.9468E-03 -1.7798E+01 
 2.9671E+00  1.1628E+00 -4.2794E+01 
 3.4457E-01  1.2922E+00 -1.8060E+01 
-1.9941E+00  2.4858E+00 -4.2794E+01 
-1.1051E-02  2.9468E-03 -1.7798E+01 
-2.9671E+00 -1.1628E+00 -4.2794E+01 
-3.4457E-01 -1.2922E+00 -1.8060E+01 
 1.9941E+00 -2.4858E+00 -4.2794E+01 
 6.8073E-09 -1.1569E-08 -9.3059E+01 
 4.3878E+00 -1.1701E+00  5.7545E+00 
-6.5178E+00 -4.9727E+00  3.3106E+00 
 1.9446E+00  7.2921E+00  5.8305E+00 
 3.1763E+00 -7.5578E+00  3.3106E+00 
-4.3878E+00  1.1701E+00  5.7545E+00 
 6.5178E+00  4.9727E+00  3.3106E+00 
-1.9446E+00 -7.2921E+00  5.8305E+00 
7
Global Internal Force:
-4.5602E+00  1.2161E+00 -1.1017E+01 
-9.9095E-01 -3.3751E-01 -2.8166E+01 
-1.3670E+00 -5.1263E+00 -1.0937E+01 
 6.9132E-01 -7.8611E-01 -2.8166E+01 
 4.5602E+00 -1.2161E+00 -1.1017E+01 
 9.9095E-01  3.3751E-01 -2.8166E+01 
 1.3670E+00  5.1263E+00 -1.0937E+01 
-6.9132E-01  7.8611E-01 -2.8166E+01 
-3.0357E-09  2.5767E-09 -6.5693E+01 
-8.9556E-01  2.3882E-01  5.7466E+00 
-2.4527E+00 -1.5278E+00  5.8276E+00 
-2.6368E-01 -9.8879E-01  5.3730E+00 
 1.3663E+00 -2.5462E+00  5.8276E+00 
 8.9556E-01 -2.3882E-01  5.7466E+00 
 2.4527E+00  1.5278E+00  5.8276E+00 
 2.6368E-01  9.8879E-01  5.3730E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -2.0565E+01 
 0.0000E+00  0.0000E+00 -5.2177E+01 
 0.0000E+00  0.0000E+00 -2.0669E+01 
 0.0000E+00  0.0000E+00 -5.2177E+01 
 0.0000E+00  0.0000E+00 -2.0565E+01 
 0.0000E+00  0.0000E+00 -5.2177E+01 
 0.0000E+00  0.0000E+00 -2.0669E+01 
 0.0000E+00  0.0000E+00 -5.2177E+01 
 0.0000E+00  0.0000E+00 -1.1916E+02 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
-6.5302E+00  1.7414E+00 -2.0565E+01 
-2.4815E-01 -2.4814E-01 -5.2177E+01 
-1.6937E+00 -6.3515E+00 -2.0669E+01 
 9.1642E-02 -3.3875E-01 -5.2177E+01 
 6.5302E+00 -1.7414E+00 -2.0565E+01 
 2.4815E-01  2.4814E-01 -5.2177E+01 
 1.6937E+00  6.3515E+00 -2.0669E+01 
-9.1642E-02  3.3875E-01 -5.2177E+01 
-1.3737E-10 -4.8758E-09 -1.1916E+02 
 1.3765E+00 -3.6707E-01  1.0119E+01 
-5.9568E+00 -4.5194E+00  8.7750E+00 
 9.0271E-01  3.3851E+00  9.6417E+00 
 2.9155E+00 -6.8853E+00  8.7750E+00 
-1.3765E+00  3.6707E-01  1.0119E+01 
 5.9568E+00  4.5194E+00  8.7750E+00 
-9.0271E-01 -3.3851E+00  9.6417E+00 
8
Global Internal Force:
-2.5840E+00  6.8906E-01 -1.3303E+01 
-1.8978E+00 -5.2055E-01 -3.2152E+01 
-1.0461E+00 -3.9227E+00 -1.3034E+01 
 1.3867E+00 -1.3964E+00 -3.2152E+01 
 2.5840E+00 -6.8906E-01 -1.3303E+01 
 1.8978E+00  5.2055E-01 -3.2152E+01 
 1.0461E+00  3.9227E+00 -1.3034E+01 
-1.3867E+00  1.3964E+00 -3.2152E+01 
-6.8505E-09  1.3195E-08 -7.6476E+01 
-2.3216E+00  6.1909E-01  4.6321E+00 
 2.5060E-01  1.1397E+00  8.6858E+00 
-1.3121E+00 -4.9205E+00  4.3806E+00 
 3.5016E-01  1.1131E+00  8.6858E+00 
 2.3216E+00 -6.1909E-01  4.6321E+00 
-2.5060E-01 -1.1397E+00  8.6858E+00 
 1.3121E+00  4.9205E+00  4.3806E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -2.4320E+01 
 0.0000E+00  0.0000E+00 -6.0318E+01 
 0.0000E+00  0.0000E+00 -2.3971E+01 
 0.0000E+00  0.0000E+00 -6.0318E+01 
 0.0000E+00  0.0000E+00 -2.4320E+01 
 0.0000E+00  0.0000E+00 -6.0318E+01 
 0.0000E+00  0.0000E+00 -2.3971E+01 
 0.0000E+00  0.0000E+00 -6.0318E+01 
 0.0000E+00  0.0000E+00 -1.4217E+02 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
-7.1442E+00  1.9051E+00 -2.4320E+01 
-2.8888E+00 -8.5806E-01 -6.0318E+01 
-2.4131E+00 -9.0490E+00 -2.3971E+01 
 2.0780E+00 -2.1825E+00 -6.0318E+01 
 7.1442E+00 -1.9051E+00 -2.4320E+01 
 2.8888E+00  8.5806E-01 -6.0318E+01 
 2.4131E+00  9.0490E+00 -2.3971E+01 
-2.0780E+00  2.1825E+00 -6.0318E+01 
-9.8862E-09  1.5772E-08 -1.4217E+02 
-3.2172E+00  8.5791E-01  1.0379E+01 
-2.2021E+00 -3.8815E-01  1.4513E+01 
-1.5758E+00 -5.9093E+00  9.7537E+00 
 1.7165E+00 -1.4331E+00  1.4513E+01 
 3.2172E+00 -8.5791E-01  1.0379E+01 
 2.2021E+00  3.8815E-01  1.4513E+01 
 1.5758E+00  5.9093E+00  9.7537E+00 
9
Global Internal Force:
 1.7533E+00 -4.6756E-01 -1.5634E+01 
-1.9812E+00 -1.2608E+00 -3.5614E+01 
 5.0542E-01  1.8953E+00 -1.5680E+01 
 1.0903E+00 -2.0798E+00 -3.5614E+01 
-1.7533E+00  4.6756E-01 -1.5634E+01 
 1.9812E+00  1.2608E+00 -3.5614E+01 
-5.0542E-01 -1.8953E+00 -1.5680E+01 
-1.0903E+00  2.0798E+00 -3.5614E+01 
 6.1342E-10  4.5365E-09 -8.4434E+01 
-2.5018E-01  6.6715E-02  1.0962E+00 
 3.4756E+00  2.4080E+00  8.9016E+00 
-3.6638E-01 -1.3739E+00  1.2946E+00 
-1.8151E+00  3.8188E+00  8.9016E+00 
 2.5018E-01 -6.6715E-02  1.0962E+00 
-3.4756E+00 -2.4080E+00  8.9016E+00 
 3.6638E-01  1.3739E+00  1.2946E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -2.8937E+01 
 0.0000E+00  0.0000E+00 -6.7766E+01 
 0.0000E+00  0.0000E+00 -2.8714E+01 
 0.0000E+00  0.0000E+00 -6.7766E+01 
 0.0000E+00  0.0000E+00 -2.8937E+01 
 0.0000E+00  0.0000E+00 -6.7766E+01 
 0.0000E+00  0.0000E+00 -2.8714E+01 
 0.0000E+00  0.0000E+00 -6.7766E+01 
 0.0000E+00  0.0000E+00 -1.6091E+02 
